  p_brand   |          p_type           | p_size | supplier_cnt 
 Brand#14   | PROMO POLISHED COPPER     |     12 |            4
 Brand#14   | PROMO POLISHED COPPER     |     13 |            4
 Brand#14   | PROMO POLISHED COPPER     |     49 |            4
 Brand#14   | PROMO POLISHED NICKEL     |      2 |            4
 Brand#14   | PROMO POLISHED NICKEL     |     49 |            4
 Brand#14   | PROMO POLISHED STEEL      |      6 |            4
 Brand#14   | PROMO POLISHED STEEL      |     17 |            4
 Brand#14   | PROMO POLISHED TIN        |     12 |            4
 Brand#14   | PROMO POLISHED TIN        |     13 |            4
 Brand#14   | SMALL ANODIZED BRASS      |     12 |            4
 Brand#14   | SMALL ANODIZED BRASS      |     13 |            4
 Brand#14   | SMALL ANODIZED BRASS      |     17 |            4
 Brand#14   | SMALL ANODIZED BRASS      |     49 |            4
 Brand#14   | SMALL ANODIZED COPPER     |     13 |            4
 Brand#14   | SMALL ANODIZED COPPER     |     17 |            4
 Brand#14   | SMALL ANODIZED NICKEL     |      6 |            4
 Brand#14   | SMALL ANODIZED NICKEL     |     12 |            4
 Brand#14   | SMALL ANODIZED NICKEL     |     14 |            4
 Brand#14   | SMALL ANODIZED NICKEL     |     21 |            4
 Brand#14   | SMALL ANODIZED STEEL      |      2 |            4
 Brand#14   | SMALL ANODIZED STEEL      |     21 |            4
 Brand#14   | SMALL ANODIZED TIN        |     14 |            4
 Brand#14   | SMALL ANODIZED TIN        |     49 |            4
 Brand#14   | SMALL BRUSHED BRASS       |      2 |            4
 Brand#14   | SMALL BRUSHED BRASS       |      6 |            4
 Brand#14   | SMALL BRUSHED BRASS       |     12 |            4
 Brand#14   | SMALL BRUSHED BRASS       |     13 |            4
 Brand#14   | SMALL BRUSHED COPPER      |     14 |            4
 Brand#14   | SMALL BRUSHED COPPER      |     17 |            4
 Brand#14   | SMALL BRUSHED NICKEL      |      2 |            4
 Brand#14   | SMALL BRUSHED NICKEL      |     12 |            4
 Brand#14   | SMALL BRUSHED NICKEL      |     14 |            4
 Brand#14   | SMALL BRUSHED NICKEL      |     21 |            4
 Brand#14   | SMALL BRUSHED STEEL       |      6 |            4
 Brand#14   | SMALL BRUSHED STEEL       |     49 |            4
 Brand#14   | SMALL BRUSHED TIN         |      6 |            4
 Brand#14   | SMALL BRUSHED TIN         |     12 |            4
 Brand#14   | SMALL BURNISHED BRASS     |     17 |            4
 Brand#14   | SMALL BURNISHED COPPER    |      6 |            4
 Brand#14   | SMALL BURNISHED COPPER    |     21 |            4
 Brand#14   | SMALL BURNISHED COPPER    |     49 |            4
 Brand#14   | SMALL BURNISHED NICKEL    |      6 |            4
 Brand#14   | SMALL BURNISHED STEEL     |      2 |            4
 Brand#14   | SMALL BURNISHED STEEL     |     12 |            4
 Brand#14   | SMALL BURNISHED STEEL     |     13 |            4
 Brand#14   | SMALL BURNISHED TIN       |      2 |            4
 Brand#14   | SMALL BURNISHED TIN       |      6 |            4
 Brand#14   | SMALL BURNISHED TIN       |     14 |            4
 Brand#14   | SMALL BURNISHED TIN       |     17 |            4
 Brand#14   | SMALL PLATED BRASS        |      6 |            4
 Brand#14   | SMALL PLATED BRASS        |     17 |            4
 Brand#14   | SMALL PLATED BRASS        |     21 |            4
 Brand#14   | SMALL PLATED COPPER       |      2 |            4
 Brand#14   | SMALL PLATED COPPER       |      6 |            4
 Brand#14   | SMALL PLATED COPPER       |     14 |            4
 Brand#14   | SMALL PLATED COPPER       |     21 |            4
 Brand#14   | SMALL PLATED NICKEL       |     13 |            4
 Brand#14   | SMALL PLATED NICKEL       |     17 |            4
 Brand#14   | SMALL PLATED NICKEL       |     49 |            4
 Brand#14   | SMALL PLATED STEEL        |      6 |            4
 Brand#14   | SMALL PLATED STEEL        |     12 |            4
 Brand#14   | SMALL PLATED STEEL        |     13 |            4
 Brand#14   | SMALL PLATED STEEL        |     17 |            4
 Brand#14   | SMALL PLATED STEEL        |     21 |            4
 Brand#14   | SMALL POLISHED BRASS      |     12 |            4
 Brand#14   | SMALL POLISHED BRASS      |     17 |            4
 Brand#14   | SMALL POLISHED COPPER     |      2 |            4
 Brand#14   | SMALL POLISHED COPPER     |     12 |            4
 Brand#14   | SMALL POLISHED COPPER     |     17 |            4
 Brand#14   | SMALL POLISHED COPPER     |     21 |            4
 Brand#14   | SMALL POLISHED NICKEL     |      2 |            4
 Brand#14   | SMALL POLISHED NICKEL     |      6 |            4
 Brand#14   | SMALL POLISHED NICKEL     |     14 |            4
 Brand#14   | SMALL POLISHED NICKEL     |     17 |            4
 Brand#14   | SMALL POLISHED NICKEL     |     21 |            4
 Brand#14   | SMALL POLISHED STEEL      |      2 |            4
 Brand#14   | SMALL POLISHED STEEL      |     21 |            4
 Brand#14   | SMALL POLISHED TIN        |      6 |            4
 Brand#14   | SMALL POLISHED TIN        |     12 |            4
 Brand#14   | SMALL POLISHED TIN        |     17 |            4
 Brand#14   | SMALL POLISHED TIN        |     21 |            4
 Brand#14   | STANDARD ANODIZED BRASS   |      6 |            4
 Brand#14   | STANDARD ANODIZED BRASS   |     17 |            4
 Brand#14   | STANDARD ANODIZED BRASS   |     21 |            4
 Brand#14   | STANDARD ANODIZED BRASS   |     49 |            4
 Brand#14   | STANDARD ANODIZED COPPER  |      2 |            4
 Brand#14   | STANDARD ANODIZED COPPER  |     17 |            4
 Brand#14   | STANDARD ANODIZED COPPER  |     21 |            4
 Brand#14   | STANDARD ANODIZED NICKEL  |      6 |            4
 Brand#14   | STANDARD ANODIZED NICKEL  |     12 |            4
 Brand#14   | STANDARD ANODIZED NICKEL  |     14 |            4
 Brand#14   | STANDARD ANODIZED NICKEL  |     49 |            4
 Brand#14   | STANDARD ANODIZED STEEL   |     14 |            4
 Brand#14   | STANDARD ANODIZED STEEL   |     21 |            4
 Brand#14   | STANDARD ANODIZED TIN     |     14 |            4
 Brand#14   | STANDARD ANODIZED TIN     |     21 |            4
 Brand#14   | STANDARD BRUSHED BRASS    |     13 |            4
 Brand#14   | STANDARD BRUSHED BRASS    |     14 |            4
 Brand#14   | STANDARD BRUSHED COPPER   |     14 |            4
 Brand#14   | STANDARD BRUSHED COPPER   |     21 |            4
 Brand#14   | STANDARD BRUSHED COPPER   |     49 |            4
 Brand#14   | STANDARD BRUSHED NICKEL   |     12 |            4
 Brand#14   | STANDARD BRUSHED NICKEL   |     17 |            4
 Brand#14   | STANDARD BRUSHED NICKEL   |     21 |            4
 Brand#14   | STANDARD BRUSHED STEEL    |     12 |            4
 Brand#14   | STANDARD BRUSHED STEEL    |     17 |            4
 Brand#14   | STANDARD BRUSHED TIN      |     13 |            4
 Brand#14   | STANDARD BRUSHED TIN      |     14 |            4
 Brand#14   | STANDARD BRUSHED TIN      |     17 |            4
 Brand#14   | STANDARD BRUSHED TIN      |     21 |            4
 Brand#14   | STANDARD BURNISHED BRASS  |      2 |            4
 Brand#14   | STANDARD BURNISHED BRASS  |      6 |            4
 Brand#14   | STANDARD BURNISHED BRASS  |     13 |            4
 Brand#14   | STANDARD BURNISHED BRASS  |     17 |            4
 Brand#14   | STANDARD BURNISHED COPPER |      2 |            4
 Brand#14   | STANDARD BURNISHED COPPER |      6 |            4
 Brand#14   | STANDARD BURNISHED COPPER |     49 |            4
 Brand#14   | STANDARD BURNISHED NICKEL |      2 |            4
 Brand#14   | STANDARD BURNISHED NICKEL |     14 |            4
 Brand#14   | STANDARD BURNISHED NICKEL |     21 |            4
 Brand#14   | STANDARD BURNISHED STEEL  |      2 |            4
 Brand#14   | STANDARD BURNISHED STEEL  |      6 |            4
 Brand#14   | STANDARD BURNISHED STEEL  |     12 |            4
 Brand#14   | STANDARD BURNISHED STEEL  |     49 |            4
 Brand#14   | STANDARD BURNISHED TIN    |     12 |            4
 Brand#14   | STANDARD BURNISHED TIN    |     13 |            4
 Brand#14   | STANDARD BURNISHED TIN    |     17 |            4
 Brand#14   | STANDARD PLATED BRASS     |     13 |            4
 Brand#14   | STANDARD PLATED BRASS     |     21 |            4
 Brand#14   | STANDARD PLATED COPPER    |      2 |            4
 Brand#14   | STANDARD PLATED COPPER    |     12 |            4
 Brand#14   | STANDARD PLATED COPPER    |     13 |            4
 Brand#14   | STANDARD PLATED NICKEL    |      6 |            4
 Brand#14   | STANDARD PLATED STEEL     |      2 |            4
 Brand#14   | STANDARD PLATED STEEL     |      6 |            4
 Brand#14   | STANDARD PLATED STEEL     |     13 |            4
 Brand#14   | STANDARD PLATED STEEL     |     14 |            4
 Brand#14   | STANDARD PLATED STEEL     |     49 |            4
 Brand#14   | STANDARD PLATED TIN       |     14 |            4
 Brand#14   | STANDARD PLATED TIN       |     17 |            4
 Brand#14   | STANDARD POLISHED BRASS   |     12 |            4
 Brand#14   | STANDARD POLISHED BRASS   |     13 |            4
 Brand#14   | STANDARD POLISHED BRASS   |     21 |            4
 Brand#14   | STANDARD POLISHED COPPER  |      2 |            4
 Brand#14   | STANDARD POLISHED NICKEL  |      6 |            4
 Brand#14   | STANDARD POLISHED NICKEL  |     12 |            4
 Brand#14   | STANDARD POLISHED NICKEL  |     13 |            4
 Brand#14   | STANDARD POLISHED NICKEL  |     14 |            4
 Brand#14   | STANDARD POLISHED NICKEL  |     17 |            4
 Brand#14   | STANDARD POLISHED NICKEL  |     21 |            4
 Brand#14   | STANDARD POLISHED NICKEL  |     49 |            4
 Brand#14   | STANDARD POLISHED STEEL   |      6 |            4
 Brand#14   | STANDARD POLISHED STEEL   |     12 |            4
 Brand#14   | STANDARD POLISHED STEEL   |     14 |            4
 Brand#14   | STANDARD POLISHED STEEL   |     17 |            4
 Brand#14   | STANDARD POLISHED TIN     |      2 |            4
 Brand#14   | STANDARD POLISHED TIN     |      6 |            4
 Brand#14   | STANDARD POLISHED TIN     |     17 |            4
 Brand#14   | STANDARD POLISHED TIN     |     21 |            4
 Brand#15   | ECONOMY ANODIZED BRASS    |      2 |            4
 Brand#15   | ECONOMY ANODIZED BRASS    |     13 |            4
 Brand#15   | ECONOMY ANODIZED BRASS    |     14 |            4
 Brand#15   | ECONOMY ANODIZED BRASS    |     21 |            4
 Brand#15   | ECONOMY ANODIZED BRASS    |     49 |            4
 Brand#15   | ECONOMY ANODIZED COPPER   |      6 |            4
 Brand#15   | ECONOMY ANODIZED COPPER   |     14 |            4
 Brand#15   | ECONOMY ANODIZED COPPER   |     17 |            4
 Brand#15   | ECONOMY ANODIZED COPPER   |     21 |            4
 Brand#15   | ECONOMY ANODIZED NICKEL   |     12 |            4
 Brand#15   | ECONOMY ANODIZED NICKEL   |     14 |            4
 Brand#15   | ECONOMY ANODIZED NICKEL   |     17 |            4
 Brand#15   | ECONOMY ANODIZED NICKEL   |     49 |            4
 Brand#15   | ECONOMY ANODIZED STEEL    |      2 |            4
 Brand#15   | ECONOMY ANODIZED STEEL    |     12 |            4
 Brand#15   | ECONOMY ANODIZED STEEL    |     21 |            4
 Brand#15   | ECONOMY ANODIZED STEEL    |     49 |            4
 Brand#15   | ECONOMY ANODIZED TIN      |     14 |            4
 Brand#15   | ECONOMY ANODIZED TIN      |     21 |            4
 Brand#15   | ECONOMY ANODIZED TIN      |     49 |            4
 Brand#15   | ECONOMY BRUSHED BRASS     |      6 |            4
 Brand#15   | ECONOMY BRUSHED BRASS     |     14 |            4
 Brand#15   | ECONOMY BRUSHED BRASS     |     21 |            4
 Brand#15   | ECONOMY BRUSHED BRASS     |     49 |            4
 Brand#15   | ECONOMY BRUSHED COPPER    |     13 |            4
 Brand#15   | ECONOMY BRUSHED COPPER    |     14 |            4
 Brand#15   | ECONOMY BRUSHED COPPER    |     49 |            4
 Brand#15   | ECONOMY BRUSHED STEEL     |      6 |            4
 Brand#15   | ECONOMY BRUSHED STEEL     |     14 |            4
 Brand#15   | ECONOMY BRUSHED STEEL     |     21 |            4
 Brand#15   | ECONOMY BRUSHED TIN       |      6 |            4
 Brand#15   | ECONOMY BURNISHED BRASS   |     13 |            4
 Brand#15   | ECONOMY BURNISHED BRASS   |     17 |            4
 Brand#15   | ECONOMY BURNISHED COPPER  |     13 |            4
 Brand#15   | ECONOMY BURNISHED COPPER  |     17 |            4
 Brand#15   | ECONOMY BURNISHED NICKEL  |      2 |            4
 Brand#15   | ECONOMY BURNISHED NICKEL  |     13 |            4
 Brand#15   | ECONOMY BURNISHED STEEL   |      2 |            4
 Brand#15   | ECONOMY BURNISHED STEEL   |      6 |            4
 Brand#15   | ECONOMY BURNISHED STEEL   |     12 |            4
 Brand#15   | ECONOMY BURNISHED STEEL   |     14 |            4
 Brand#15   | ECONOMY BURNISHED STEEL   |     21 |            4
 Brand#15   | ECONOMY BURNISHED TIN     |     12 |            4
 Brand#15   | ECONOMY BURNISHED TIN     |     13 |            4
 Brand#15   | ECONOMY BURNISHED TIN     |     14 |            4
 Brand#15   | ECONOMY BURNISHED TIN     |     17 |            4
 Brand#15   | ECONOMY PLATED BRASS      |     13 |            4
 Brand#15   | ECONOMY PLATED BRASS      |     49 |            4
 Brand#15   | ECONOMY PLATED COPPER     |      6 |            4
 Brand#15   | ECONOMY PLATED COPPER     |     12 |            4
 Brand#15   | ECONOMY PLATED COPPER     |     13 |            4
 Brand#15   | ECONOMY PLATED COPPER     |     14 |            4
 Brand#15   | ECONOMY PLATED COPPER     |     17 |            4
 Brand#15   | ECONOMY PLATED COPPER     |     21 |            4
 Brand#15   | ECONOMY PLATED NICKEL     |     12 |            4
 Brand#15   | ECONOMY PLATED NICKEL     |     17 |            4
 Brand#15   | ECONOMY PLATED NICKEL     |     49 |            4
 Brand#15   | ECONOMY PLATED STEEL      |      2 |            4
 Brand#15   | ECONOMY PLATED STEEL      |     12 |            4
 Brand#15   | ECONOMY PLATED STEEL      |     13 |            4
 Brand#15   | ECONOMY PLATED STEEL      |     49 |            4
 Brand#15   | ECONOMY PLATED TIN        |     13 |            4
 Brand#15   | ECONOMY PLATED TIN        |     49 |            4
 Brand#15   | ECONOMY POLISHED BRASS    |     13 |            4
 Brand#15   | ECONOMY POLISHED BRASS    |     17 |            4
 Brand#15   | ECONOMY POLISHED BRASS    |     49 |            4
 Brand#15   | ECONOMY POLISHED COPPER   |     12 |            4
 Brand#15   | ECONOMY POLISHED COPPER   |     14 |            4
 Brand#15   | ECONOMY POLISHED NICKEL   |     12 |            4
 Brand#15   | ECONOMY POLISHED NICKEL   |     13 |            4
 Brand#15   | ECONOMY POLISHED NICKEL   |     17 |            4
 Brand#15   | ECONOMY POLISHED NICKEL   |     21 |            4
 Brand#15   | ECONOMY POLISHED STEEL    |      2 |            4
 Brand#15   | ECONOMY POLISHED STEEL    |     12 |            4
 Brand#15   | ECONOMY POLISHED STEEL    |     13 |            4
 Brand#15   | ECONOMY POLISHED STEEL    |     14 |            4
 Brand#15   | ECONOMY POLISHED TIN      |     17 |            4
 Brand#15   | ECONOMY POLISHED TIN      |     21 |            4
 Brand#15   | ECONOMY POLISHED TIN      |     49 |            4
 Brand#15   | LARGE ANODIZED BRASS      |      2 |            4
 Brand#15   | LARGE ANODIZED BRASS      |     49 |            4
 Brand#15   | LARGE ANODIZED COPPER     |     13 |            4
 Brand#15   | LARGE ANODIZED NICKEL     |      2 |            4
 Brand#15   | LARGE ANODIZED NICKEL     |      6 |            4
 Brand#15   | LARGE ANODIZED NICKEL     |     12 |            4
 Brand#15   | LARGE ANODIZED NICKEL     |     13 |            4
 Brand#15   | LARGE ANODIZED NICKEL     |     17 |            4
 Brand#15   | LARGE ANODIZED NICKEL     |     21 |            4
 Brand#15   | LARGE ANODIZED STEEL      |     21 |            4
 Brand#15   | LARGE ANODIZED STEEL      |     49 |            4
 Brand#15   | LARGE ANODIZED TIN        |     13 |            4
 Brand#15   | LARGE ANODIZED TIN        |     21 |            4
 Brand#15   | LARGE ANODIZED TIN        |     49 |            4
 Brand#15   | LARGE BRUSHED BRASS       |      6 |            4
 Brand#15   | LARGE BRUSHED BRASS       |     12 |            4
 Brand#15   | LARGE BRUSHED BRASS       |     21 |            4
 Brand#15   | LARGE BRUSHED COPPER      |      6 |            4
 Brand#15   | LARGE BRUSHED COPPER      |     21 |            4
 Brand#15   | LARGE BRUSHED COPPER      |     49 |            4
 Brand#15   | LARGE BRUSHED NICKEL      |     13 |            4
 Brand#15   | LARGE BRUSHED NICKEL      |     14 |            4
 Brand#15   | LARGE BRUSHED NICKEL      |     17 |            4
 Brand#15   | LARGE BRUSHED NICKEL      |     21 |            4
 Brand#15   | LARGE BRUSHED STEEL       |     49 |            4
 Brand#15   | LARGE BRUSHED TIN         |     14 |            4
 Brand#15   | LARGE BURNISHED BRASS     |      6 |            4
 Brand#15   | LARGE BURNISHED BRASS     |     12 |            4
 Brand#15   | LARGE BURNISHED BRASS     |     13 |            4
 Brand#15   | LARGE BURNISHED BRASS     |     21 |            4
 Brand#15   | LARGE BURNISHED BRASS     |     49 |            4
 Brand#15   | LARGE BURNISHED COPPER    |      2 |            4
 Brand#15   | LARGE BURNISHED COPPER    |     14 |            4
 Brand#15   | LARGE BURNISHED NICKEL    |     14 |            4
 Brand#15   | LARGE BURNISHED NICKEL    |     21 |            4
 Brand#15   | LARGE BURNISHED STEEL     |     12 |            4
 Brand#15   | LARGE BURNISHED TIN       |      6 |            4
 Brand#15   | LARGE BURNISHED TIN       |     21 |            4
 Brand#15   | LARGE PLATED BRASS        |      6 |            4
 Brand#15   | LARGE PLATED BRASS        |     12 |            4
 Brand#15   | LARGE PLATED BRASS        |     14 |            4
 Brand#15   | LARGE PLATED BRASS        |     17 |            4
 Brand#15   | LARGE PLATED BRASS        |     49 |            4
 Brand#15   | LARGE PLATED COPPER       |     13 |            4
 Brand#15   | LARGE PLATED COPPER       |     14 |            4
 Brand#15   | LARGE PLATED COPPER       |     21 |            4
 Brand#15   | LARGE PLATED NICKEL       |      6 |            4
 Brand#15   | LARGE PLATED STEEL        |      2 |            4
 Brand#15   | LARGE PLATED STEEL        |     12 |            4
 Brand#15   | LARGE PLATED STEEL        |     13 |            4
 Brand#15   | LARGE PLATED STEEL        |     21 |            4
 Brand#15   | LARGE PLATED STEEL        |     49 |            4
 Brand#15   | LARGE PLATED TIN          |     13 |            4
 Brand#15   | LARGE POLISHED BRASS      |      2 |            4
 Brand#15   | LARGE POLISHED BRASS      |      6 |            4
 Brand#15   | LARGE POLISHED BRASS      |     14 |            4
 Brand#15   | LARGE POLISHED BRASS      |     17 |            4
 Brand#15   | LARGE POLISHED COPPER     |      2 |            4
 Brand#15   | LARGE POLISHED COPPER     |     12 |            4
 Brand#15   | LARGE POLISHED COPPER     |     14 |            4
 Brand#15   | LARGE POLISHED COPPER     |     17 |            4
 Brand#15   | LARGE POLISHED COPPER     |     21 |            4
 Brand#15   | LARGE POLISHED NICKEL     |      2 |            4
 Brand#15   | LARGE POLISHED NICKEL     |      6 |            4
 Brand#15   | LARGE POLISHED NICKEL     |     12 |            4
 Brand#15   | LARGE POLISHED NICKEL     |     14 |            4
 Brand#15   | LARGE POLISHED NICKEL     |     21 |            4
 Brand#15   | LARGE POLISHED NICKEL     |     49 |            4
 Brand#15   | LARGE POLISHED STEEL      |      2 |            4
 Brand#15   | LARGE POLISHED STEEL      |      6 |            4
 Brand#15   | LARGE POLISHED STEEL      |     13 |            4
 Brand#15   | LARGE POLISHED STEEL      |     17 |            4
 Brand#15   | LARGE POLISHED TIN        |     12 |            4
 Brand#15   | LARGE POLISHED TIN        |     13 |            4
 Brand#15   | LARGE POLISHED TIN        |     21 |            4
 Brand#15   | MEDIUM ANODIZED BRASS     |     14 |            4
 Brand#15   | MEDIUM ANODIZED BRASS     |     49 |            4
 Brand#15   | MEDIUM ANODIZED COPPER    |     12 |            4
 Brand#15   | MEDIUM ANODIZED COPPER    |     13 |            4
 Brand#15   | MEDIUM ANODIZED COPPER    |     14 |            4
 Brand#15   | MEDIUM ANODIZED COPPER    |     49 |            4
 Brand#15   | MEDIUM ANODIZED NICKEL    |      2 |            4
 Brand#15   | MEDIUM ANODIZED NICKEL    |     13 |            4
 Brand#15   | MEDIUM ANODIZED NICKEL    |     14 |            4
 Brand#15   | MEDIUM ANODIZED NICKEL    |     21 |            4
 Brand#15   | MEDIUM ANODIZED NICKEL    |     49 |            4
 Brand#15   | MEDIUM ANODIZED STEEL     |     12 |            4
 Brand#15   | MEDIUM ANODIZED STEEL     |     13 |            4
 Brand#15   | MEDIUM ANODIZED STEEL     |     14 |            4
 Brand#15   | MEDIUM ANODIZED TIN       |     13 |            4
 Brand#15   | MEDIUM ANODIZED TIN       |     17 |            4
 Brand#15   | MEDIUM ANODIZED TIN       |     21 |            4
 Brand#15   | MEDIUM BRUSHED BRASS      |      6 |            4
 Brand#15   | MEDIUM BRUSHED BRASS      |     12 |            4
 Brand#15   | MEDIUM BRUSHED BRASS      |     17 |            4
 Brand#15   | MEDIUM BRUSHED COPPER     |     12 |            4
 Brand#15   | MEDIUM BRUSHED NICKEL     |      2 |            4
 Brand#15   | MEDIUM BRUSHED STEEL      |      2 |            4
 Brand#15   | MEDIUM BRUSHED STEEL      |     12 |            4
 Brand#15   | MEDIUM BRUSHED STEEL      |     14 |            4
 Brand#15   | MEDIUM BRUSHED STEEL      |     21 |            4
 Brand#15   | MEDIUM BRUSHED TIN        |      2 |            4
 Brand#15   | MEDIUM BRUSHED TIN        |      6 |            4
 Brand#15   | MEDIUM BRUSHED TIN        |     12 |            4
 Brand#15   | MEDIUM BRUSHED TIN        |     17 |            4
 Brand#15   | MEDIUM BRUSHED TIN        |     21 |            4
 Brand#15   | MEDIUM BRUSHED TIN        |     49 |            4
 Brand#15   | MEDIUM BURNISHED BRASS    |      2 |            4
 Brand#15   | MEDIUM BURNISHED BRASS    |      6 |            4
 Brand#15   | MEDIUM BURNISHED BRASS    |     12 |            4
 Brand#15   | MEDIUM BURNISHED BRASS    |     14 |            4
 Brand#15   | MEDIUM BURNISHED BRASS    |     17 |            4
 Brand#15   | MEDIUM BURNISHED BRASS    |     49 |            4
 Brand#15   | MEDIUM BURNISHED COPPER   |      6 |            4
 Brand#15   | MEDIUM BURNISHED COPPER   |     12 |            4
 Brand#15   | MEDIUM BURNISHED COPPER   |     21 |            4
 Brand#15   | MEDIUM BURNISHED NICKEL   |      6 |            4
 Brand#15   | MEDIUM BURNISHED NICKEL   |     12 |            4
 Brand#15   | MEDIUM BURNISHED NICKEL   |     17 |            4
 Brand#15   | MEDIUM BURNISHED STEEL    |      2 |            4
 Brand#15   | MEDIUM BURNISHED STEEL    |      6 |            4
 Brand#15   | MEDIUM BURNISHED STEEL    |     12 |            4
 Brand#15   | MEDIUM BURNISHED TIN      |      2 |            4
 Brand#15   | MEDIUM BURNISHED TIN      |     12 |            4
 Brand#15   | MEDIUM BURNISHED TIN      |     21 |            4
 Brand#15   | MEDIUM PLATED BRASS       |     49 |            4
 Brand#15   | MEDIUM PLATED COPPER      |     17 |            4
 Brand#15   | MEDIUM PLATED COPPER      |     49 |            4
 Brand#15   | MEDIUM PLATED NICKEL      |      2 |            4
 Brand#15   | MEDIUM PLATED NICKEL      |     14 |            4
 Brand#15   | MEDIUM PLATED STEEL       |      6 |            4
 Brand#15   | MEDIUM PLATED STEEL       |     14 |            4
 Brand#15   | MEDIUM PLATED STEEL       |     21 |            4
 Brand#15   | MEDIUM PLATED TIN         |      6 |            4
 Brand#15   | MEDIUM PLATED TIN         |     12 |            4
 Brand#15   | MEDIUM PLATED TIN         |     14 |            4
 Brand#15   | MEDIUM POLISHED BRASS     |      6 |            4
 Brand#15   | MEDIUM POLISHED COPPER    |     13 |            4
 Brand#15   | MEDIUM POLISHED COPPER    |     17 |            4
 Brand#15   | MEDIUM POLISHED NICKEL    |     12 |            4
 Brand#15   | MEDIUM POLISHED NICKEL    |     21 |            4
 Brand#15   | MEDIUM POLISHED NICKEL    |     49 |            4
 Brand#15   | MEDIUM POLISHED STEEL     |      2 |            4
 Brand#15   | MEDIUM POLISHED STEEL     |      6 |            4
 Brand#15   | MEDIUM POLISHED STEEL     |     17 |            4
 Brand#15   | MEDIUM POLISHED STEEL     |     21 |            4
 Brand#15   | MEDIUM POLISHED TIN       |     13 |            4
 Brand#15   | MEDIUM POLISHED TIN       |     17 |            4
 Brand#15   | MEDIUM POLISHED TIN       |     21 |            4
 Brand#15   | PROMO ANODIZED BRASS      |     13 |            4
 Brand#15   | PROMO ANODIZED BRASS      |     17 |            4
 Brand#15   | PROMO ANODIZED BRASS      |     21 |            4
 Brand#15   | PROMO ANODIZED BRASS      |     49 |            4
 Brand#15   | PROMO ANODIZED COPPER     |      6 |            4
 Brand#15   | PROMO ANODIZED COPPER     |     12 |            4
 Brand#15   | PROMO ANODIZED COPPER     |     49 |            4
 Brand#15   | PROMO ANODIZED NICKEL     |      6 |            4
 Brand#15   | PROMO ANODIZED NICKEL     |     17 |            4
 Brand#15   | PROMO ANODIZED STEEL      |      6 |            4
 Brand#15   | PROMO ANODIZED STEEL      |     17 |            4
 Brand#15   | PROMO ANODIZED TIN        |      2 |            4
 Brand#15   | PROMO ANODIZED TIN        |      6 |            4
 Brand#15   | PROMO ANODIZED TIN        |     12 |            4
 Brand#15   | PROMO ANODIZED TIN        |     13 |            4
 Brand#15   | PROMO ANODIZED TIN        |     17 |            4
 Brand#15   | PROMO BRUSHED BRASS       |     13 |            4
 Brand#15   | PROMO BRUSHED BRASS       |     21 |            4
 Brand#15   | PROMO BRUSHED COPPER      |     12 |            4
 Brand#15   | PROMO BRUSHED COPPER      |     14 |            4
 Brand#15   | PROMO BRUSHED COPPER      |     49 |            4
 Brand#15   | PROMO BRUSHED NICKEL      |      2 |            4
 Brand#15   | PROMO BRUSHED NICKEL      |     14 |            4
 Brand#15   | PROMO BRUSHED NICKEL      |     17 |            4
 Brand#15   | PROMO BRUSHED STEEL       |     12 |            4
 Brand#15   | PROMO BRUSHED STEEL       |     21 |            4
 Brand#15   | PROMO BRUSHED TIN         |      6 |            4
 Brand#15   | PROMO BRUSHED TIN         |     14 |            4
 Brand#15   | PROMO BRUSHED TIN         |     17 |            4
 Brand#15   | PROMO BRUSHED TIN         |     21 |            4
 Brand#15   | PROMO BURNISHED BRASS     |      2 |            4
 Brand#15   | PROMO BURNISHED BRASS     |     13 |            4
 Brand#15   | PROMO BURNISHED BRASS     |     17 |            4
 Brand#15   | PROMO BURNISHED COPPER    |      6 |            4
 Brand#15   | PROMO BURNISHED COPPER    |     17 |            4
 Brand#15   | PROMO BURNISHED COPPER    |     49 |            4
 Brand#15   | PROMO BURNISHED NICKEL    |      2 |            4
 Brand#15   | PROMO BURNISHED NICKEL    |      6 |            4
 Brand#15   | PROMO BURNISHED STEEL     |      2 |            4
 Brand#15   | PROMO BURNISHED STEEL     |     12 |            4
 Brand#15   | PROMO BURNISHED STEEL     |     14 |            4
 Brand#15   | PROMO BURNISHED STEEL     |     21 |            4
 Brand#15   | PROMO BURNISHED STEEL     |     49 |            4
 Brand#15   | PROMO BURNISHED TIN       |      2 |            4
 Brand#15   | PROMO BURNISHED TIN       |      6 |            4
 Brand#15   | PROMO BURNISHED TIN       |     17 |            4
 Brand#15   | PROMO BURNISHED TIN       |     21 |            4
 Brand#15   | PROMO PLATED BRASS        |     13 |            4
 Brand#15   | PROMO PLATED BRASS        |     17 |            4
 Brand#15   | PROMO PLATED BRASS        |     21 |            4
 Brand#15   | PROMO PLATED COPPER       |      2 |            4
 Brand#15   | PROMO PLATED COPPER       |     12 |            4
 Brand#15   | PROMO PLATED COPPER       |     13 |            4
 Brand#15   | PROMO PLATED COPPER       |     21 |            4
 Brand#15   | PROMO PLATED COPPER       |     49 |            4
 Brand#15   | PROMO PLATED NICKEL       |      2 |            4
 Brand#15   | PROMO PLATED NICKEL       |      6 |            4
 Brand#15   | PROMO PLATED NICKEL       |     12 |            4
 Brand#15   | PROMO PLATED NICKEL       |     17 |            4
